label,filename,zero_crossing_rate,zero_crossings,spectrogram,mel_spectrogram,harmonics,perceptual_shock_wave,spectral_centroids,spectral_centroids_delta,spectral_centroids_accelerate,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,tempo_bpm,spectral_rolloff,spectral_flux,spectral_bandwidth_2,spectral_bandwidth_3,spectral_bandwidth_4,mfcc0,mfcc_delta_0,mfcc_accelerate_0,mfcc1,mfcc_delta_1,mfcc_accelerate_1,mfcc2,mfcc_delta_2,mfcc_accelerate_2,mfcc3,mfcc_delta_3,mfcc_accelerate_3,mfcc4,mfcc_delta_4,mfcc_accelerate_4,mfcc5,mfcc_delta_5,mfcc_accelerate_5,mfcc6,mfcc_delta_6,mfcc_accelerate_6,mfcc7,mfcc_delta_7,mfcc_accelerate_7,mfcc8,mfcc_delta_8,mfcc_accelerate_8,mfcc9,mfcc_delta_9,mfcc_accelerate_9,mfcc10,mfcc_delta_10,mfcc_accelerate_10,mfcc11,mfcc_delta_11,mfcc_accelerate_11,mfcc12,mfcc_delta_12,mfcc_accelerate_12
blues,blues.00012.wav,0.06909500676720805,45788.0,-56.059177,-55.796417,-4.300942e-06,-5.936125e-05,1360.685601396563,-0.8180229284176976,0.039194366373222,0.30373922,0.16060717,0.21950673,0.20335965,0.19669218,0.26667127,0.3021583,0.15772301,0.18236224,0.21339083,0.37535882,0.650487,184.5703125,2738.8302548578886,1.5182763,1567.2994687681546,2065.1302363859986,2558.935430124666,-207.2383,-0.07678559,0.004154743,132.82741,0.047630616,-0.0056347013,-15.45408,0.026861096,-0.0062494255,60.980972,0.0022321083,-0.011331793,0.71902615,0.04638745,0.0063734963,12.4613285,-0.00857139,0.0048527867,1.1633849,-0.0077014193,-0.0003807165,-1.5329198,-0.010160573,-0.0033068203,-17.89585,-0.0050586294,0.0024648197,8.360363,-0.0012848633,-0.013860534,-2.459651,0.012466749,0.008533639,-0.5846392,0.013337824,0.017930027,0.37226456,-0.008239049,-0.006353669
blues,blues.00013.wav,0.0514017032820959,34066.0,-56.45836,-54.35003,-5.6321637e-06,-6.0357346e-05,1324.5278253934111,0.25328576516914963,0.34866167341051957,0.12769458,0.14224938,0.17113926,0.14699571,0.18999659,0.23210013,0.15635872,0.21675135,0.34527612,0.38490993,0.69176954,0.373683,107.666015625,2711.4849187935033,1.3763235,1827.8501317079445,2453.74845087573,3020.1938347849637,-209.80392,-0.06653843,0.023693494,124.46476,-0.023936028,-0.005647566,10.309393,0.027763553,-0.004382506,47.016357,-0.0074116825,0.0018688291,6.478226,0.0064895567,-0.010524794,15.41512,0.008225822,-0.010724272,-2.0159416,-0.0147028975,-0.004273656,6.7262187,-0.0012366929,-0.009487923,-21.543222,0.00237735,-0.0041257874,10.720835,-0.005254762,-0.0038482621,-5.5328465,0.0038064667,-0.0034643349,-2.1957276,0.0003060535,-0.0001056399,-3.0491858,-0.008147443,0.00043982972
blues,blues.00014.wav,0.045036675850734724,29848.0,-53.247414,-53.852016,-0.00011242832,-0.0002012821,1171.9674317528452,-0.04647934953422612,0.07176725818888896,0.29597977,0.3158467,0.29459625,0.2398648,0.29456335,0.31403112,0.23693253,0.23518011,0.28398776,0.3779186,0.6206918,0.43712398,151.99908088235293,2344.9874700913574,1.38883,1705.3701298880749,2326.9232348257433,2894.2811345114696,-305.66437,0.031164808,0.018858999,113.07102,0.011499915,0.004684361,12.107334,-0.011050868,0.009812973,45.052197,-0.009521709,-0.0074411863,17.734386,-0.02717751,-0.018938605,14.590071,-0.010822835,-0.004309827,4.147996,0.001872093,-0.0010798826,0.22631137,-0.002674594,0.009422219,-7.021588,-0.0098666325,0.0009612925,13.646477,-0.014914052,-0.006252977,8.91421,0.004536885,-0.007416121,1.3037988,0.0010414828,0.004649069,5.9549785,0.0009679621,0.0032373082
blues,blues.00015.wav,0.06370125495456304,42213.0,-57.989185,-62.620552,-1.2730362e-05,-9.065944e-05,1420.4385715704166,-0.10037829844428665,-0.037328536864939865,0.27003887,0.16510157,0.24188969,0.24282655,0.2829267,0.29346147,0.2624324,0.17003141,0.19486077,0.24148697,0.3523685,0.51935345,103.359375,2930.239280470563,1.4591554,1731.176852821169,2298.229211893039,2830.7174511787334,-238.51962,0.07991917,-0.010322121,120.10219,0.027794056,0.0021650016,-4.2219477,-0.031089632,0.0055341134,42.294594,0.0021010279,-0.0058187763,5.923822,0.010310277,0.0011994867,13.911398,0.0018807793,-0.0022424248,5.350524,0.010337648,-0.0042517465,1.8952672,0.00766116,-0.006202737,-16.92809,-0.0010770708,0.00016149216,12.343145,0.00047223916,0.0012667724,3.9388995,-0.0015159528,-0.0032719746,-1.3966831,-0.010471077,-0.0056539257,0.013027749,-0.008782885,0.0014678853
blues,blues.00016.wav,0.06134406117072699,40656.0,-53.856014,-53.47205,-2.516835e-05,-0.00010695358,1455.0726343996485,0.1191024020226997,-0.28737124389650587,0.23239261,0.16875651,0.14952143,0.27854723,0.40721017,0.2495265,0.2720712,0.35484126,0.52874696,0.5378583,0.26490328,0.25382742,198.76802884615384,3010.010388721723,1.4060903,1826.0433386098866,2409.4092498846726,2945.6758338969075,-233.77281,-0.059926983,-0.026558891,120.66434,-0.024970649,0.01459466,-3.1640923,0.03468359,0.01795618,39.514828,0.012753897,-0.009228313,3.8315244,-0.02306828,0.0010589205,18.828156,-0.014413553,0.0012612501,-3.678738,0.0024438803,0.005152916,4.4254684,-0.01678794,-0.00075162627,-14.964929,0.008611015,0.0052935486,17.571478,0.0082243085,-0.014322819,1.8461249,0.0069212373,-0.003293604,2.5500886,0.009539007,-0.0042709718,-1.2302392,0.004285217,0.0028602178
blues,blues.00017.wav,0.048326248912412995,32026.0,-48.956165,-49.401894,-1.1602948e-05,-7.6952754e-05,1089.0053437267554,0.6936419230717135,-0.00773560254595323,0.30274367,0.20726669,0.15756615,0.15969352,0.3066374,0.25637448,0.25430104,0.3127847,0.42521158,0.57849723,0.3529979,0.31265044,172.265625,2135.41761075261,1.5880096,1411.0016369489492,1949.0415139476158,2482.1724026483653,-245.68724,0.08049166,-0.03789358,140.48125,-0.03896471,-0.0004892637,-2.7912188,-0.030289147,0.009834682,60.404514,0.0055704596,-0.014071511,18.903513,-0.011142236,-0.0005234027,9.828394,-0.006789235,-0.0039870525,3.563824,9.1971306e-05,0.007809026,0.52286255,-0.0052602524,0.0013151066,-16.378489,-0.02710345,0.001593935,6.6293535,0.017296076,-0.004518995,7.2584243,-0.004214975,-0.0019238904,-4.021235,-0.019944383,0.0006365075,1.601125,-0.0105322115,0.007948187
blues,blues.00018.wav,0.056141769987432324,37201.0,-58.481075,-56.63892,-3.9088914e-05,-0.00019731458,1537.49138675598,0.6339494687673264,-0.2230087771867636,0.21087255,0.16098844,0.1892979,0.2033199,0.2173755,0.28002015,0.32929406,0.25057712,0.3302189,0.37681806,0.2984076,0.3936369,83.35433467741936,3495.331815998405,1.2209569,2053.9654116157853,2637.305929901942,3161.860083917311,-252.48178,0.038930442,-0.005602954,104.94516,-0.039700378,0.020238262,15.296445,-0.034589667,0.0061508818,42.68784,0.020537779,0.00301378,6.770452,-0.0075201285,0.008003329,21.611765,-0.008608121,-0.009413861,-1.3111783,0.011386269,-0.0044919504,5.681745,-0.0038263332,-0.004967437,-16.636873,-0.01425878,-0.008333731,12.16935,0.025231717,-0.009646937,-1.9619533,0.012091789,-0.0033134257,1.9602653,-0.0066991136,-0.0025918311,-0.89822775,-0.014635268,0.002466177
blues,blues.00019.wav,0.05888603900812065,39028.0,-54.558537,-54.748077,-2.6448695e-05,-0.00016505917,1195.4981307417586,0.44579003693128827,0.14495123772177476,0.19479883,0.19424152,0.15759364,0.2542765,0.34069914,0.14696781,0.13919762,0.24395092,0.43773443,0.55457807,0.25228763,0.17302026,123.046875,2235.6144526718385,1.5637485,1481.0226382418614,2057.4946321692773,2607.6341695683172,-236.67947,0.044501096,0.031126985,138.4056,-0.029545896,-0.005698827,-4.9304795,-0.00835352,-0.0021583235,47.6545,0.03363135,0.0020762677,5.1578503,-0.0095836865,-0.013574737,8.887806,-0.0071760896,-0.00044372684,0.48740557,0.008200407,-0.006742414,-3.788342,0.02232284,-0.00088418735,-14.984867,-0.0074700993,0.0017164012,10.428946,-0.0015072804,-0.0024209763,-0.34138432,0.01025769,-0.009658042,0.7833588,-0.003709509,-0.0022288722,1.7809839,-0.0084515065,0.002580422
blues,blues.00020.wav,0.05258634232405259,34864.0,-54.00683,-53.1967,-5.4715665e-06,-9.0178626e-05,1390.3828144597217,0.11051303282143753,0.3865515414241958,0.2496986,0.1725493,0.21799393,0.29246852,0.49619156,0.24927711,0.22601484,0.34278336,0.388074,0.29929012,0.28331298,0.41454417,135.99917763157896,3006.1467358794953,1.3945771,1911.2183779596783,2532.1427001407737,3090.3116305899694,-230.36378,0.03965496,0.023932215,127.07773,-0.0021856439,-0.023642842,7.1146965,-0.034738604,-0.009430635,39.767056,-0.011186775,-0.00706296,1.9217217,-0.021763867,-0.0064084227,17.410606,-0.013312467,0.0077587226,-5.626918,0.011778823,0.009522196,8.2406645,-0.0077933935,-0.0035198105,-18.116041,-0.009598264,-0.002331494,13.844725,-0.0020461285,-0.0047875587,-3.7571113,0.010536535,-0.0055085337,2.579849,0.009666369,-0.002700852,-4.3167143,0.013691717,-0.0022841326
blues,blues.00021.wav,0.047907452387857694,31735.0,-54.11004,-47.632862,-8.446439e-06,-7.409578e-05,1046.7751265628158,0.1088545671323728,0.027844005302169787,0.2331404,0.16188838,0.18005441,0.21771017,0.38677135,0.55786777,0.45691484,0.44296682,0.40354595,0.29668963,0.28413847,0.23403373,99.38401442307692,1831.2215641313805,1.4756387,1481.055846630085,2119.0778039392317,2705.913085077872,-264.67126,0.040110923,0.05919348,138.85434,0.003751302,0.013185117,11.16733,-0.024675997,-0.015026901,48.52393,-0.00076718786,-0.0073102973,14.904312,0.0073450943,-0.0023854368,20.586437,-0.006297962,0.0011218102,3.2061763,0.0032325645,-0.0007754958,1.2635794,-0.0010161669,0.003631917,-15.839374,-0.0031177984,0.0018804913,15.975112,-0.0011373182,-0.0036020116,3.358218,-0.0018289913,-0.003455409,-1.5066409,0.003427709,-0.0019211817,1.8969209,0.014606898,0.0009499697
blues,blues.00022.wav,0.05856995903422274,38799.0,-53.700806,-47.825676,-1.2108349e-05,-5.5320517e-05,1155.8692569677266,-0.2594115817054694,0.06956252138959326,0.38983402,0.23306347,0.21168067,0.25654745,0.32922992,0.4953906,0.35581484,0.3201647,0.28152835,0.31771576,0.25055906,0.23779844,95.703125,2169.63258818518,1.5292397,1497.9367164922812,2081.8183776213814,2632.145232260999,-233.96312,-0.107064635,0.037798315,136.14453,-0.03383047,0.0099797305,3.306636,0.05443025,-0.0075493176,48.930626,0.008604954,-0.0120707145,8.705184,0.016521493,-0.012389649,13.989511,0.023194175,0.0061405823,5.3627157,-0.005575089,-0.0018149373,0.4101892,-0.00080842525,-0.005109603,-13.483557,0.02263085,-0.0020592986,16.860369,0.01040175,-7.345431e-06,5.134752,0.0050354535,0.0047605713,-2.2307272,0.013288799,0.008357507,3.9538214,-0.004315124,-0.00202551
blues,blues.00023.wav,0.052467009860788866,34769.0,-50.1154,-59.47149,-2.3218212e-05,-0.000114886316,1210.1413909563544,-0.21925549000334046,-0.020255580321268122,0.20817874,0.2739205,0.18811946,0.2079269,0.48324588,0.22903055,0.124689534,0.16487415,0.28213865,0.65106356,0.3653882,0.19110782,184.5703125,2521.9827390878772,1.4347607,1497.6767028462984,2004.1787917163729,2508.853591888502,-227.2558,-0.0010371964,0.10019636,137.76518,0.02240273,0.025738914,-14.502318,0.008140003,-0.023531064,63.57536,0.019078454,-0.006680656,5.6017485,-0.01574915,-0.011536868,11.988768,0.015562484,-0.0117830755,1.8891488,0.040741302,-0.017793985,-1.8709356,0.002298842,-0.019250168,-7.618035,0.0058952803,-0.0010572426,-2.4516425,0.0049714493,0.0017595903,-2.8980217,-0.0025518104,-0.006574012,-9.433825,-0.011512857,0.0038233083,-10.939208,-0.015712257,-0.0022932924
blues,blues.00024.wav,0.04727604770881671,31324.0,-46.091244,-56.449596,-1.0099604e-05,-0.000102504055,1120.1665690448087,-0.16718142679012735,0.05132968056747099,0.3059863,0.23333074,0.23136054,0.17506884,0.2053039,0.23783106,0.117815554,0.08231532,0.12756333,0.29739895,0.6092573,0.5336042,103.359375,2324.212009226363,1.6092191,1448.1227682080862,1940.0268095619904,2427.632609816016,-274.37683,-0.07837789,-0.021636654,130.40738,-0.018351143,-0.004894028,-6.357468,0.039597955,0.0052478723,70.38822,-0.01275366,-0.009485793,13.269664,0.00096970535,-0.0004947176,9.47218,0.010294572,-0.0008638761,7.7330894,-0.002420772,0.0018112956,-1.2365489,0.012935786,0.006647503,-0.5709879,0.011950715,-0.0036117402,-2.2971628,0.007094943,0.0003646163,3.7794154,0.0065464173,0.0037527084,0.08548226,0.0059523718,-0.0042562853,-0.9368571,0.013751456,-0.0026447282
blues,blues.00025.wav,0.051697390999613305,34256.0,-45.644356,-60.465305,-6.4227656e-06,-2.709492e-06,1109.3207632048684,-0.19939186830689432,0.11748742204677855,0.24255428,0.20957917,0.26647514,0.1808272,0.23675513,0.30517635,0.13574523,0.112081,0.17639188,0.43706873,0.7760871,0.41263798,92.28515625,2243.3167778422276,1.472139,1463.110786018259,1988.9260045135713,2507.573592366011,-249.31532,-0.054443885,0.034681726,131.00032,-0.008559924,0.0025880781,0.6778699,0.024194032,-0.020845976,66.704155,-0.0011754563,0.0132688135,17.911272,0.009996405,0.0038338946,4.623277,0.015365563,-0.010615714,6.603809,0.010945755,-0.004450917,1.2421157,0.00082873006,-0.0067608994,1.4099408,0.008195124,-0.005429828,-1.5849271,0.002225817,-0.008070253,-0.9725388,0.0025107055,-0.007947533,-3.5726156,0.011314957,0.0010981708,-2.9297993,-0.00672984,0.0022055327
blues,blues.00026.wav,0.05197268646075019,34437.0,-53.922085,-73.78843,-3.415156e-05,-6.513466e-05,1198.8570181145512,0.2860653879804396,0.38105777988971534,0.37540913,0.24692568,0.21814567,0.14881729,0.2056574,0.3697312,0.20062119,0.15378381,0.19790979,0.24965276,0.4666782,0.5095569,83.35433467741936,2478.8330644576567,1.434356,1573.3099536449588,2100.7759323352984,2606.9965588873047,-284.64056,0.11499357,0.06820276,108.80131,0.0029742306,0.017729418,9.085324,-0.032250714,-0.0069416943,51.198055,-0.0054436484,-0.013252711,18.071894,-0.022863204,-0.015751304,7.6021533,-0.016421093,-0.007119324,8.755716,-0.031893276,-0.0011271326,2.3540907,-0.016364247,-0.0046378705,0.0033667048,-0.0101995105,-0.004026482,2.2484963,-0.007945824,-0.0015832989,4.1991243,-0.0029333732,-0.0022385183,-3.283063,0.003694319,0.0052861734,1.6176822,0.009878554,0.0010219321
